File,Drug,ADE,Sentence
LIPITOR.297,saw palmetto,feeling extremely vulnerable,"been off drug for almost 5 months muscel pain is gone strength has recovered to 25 percent of normal,fatigue and vertigo have lifted,cq10 may have helped. plus saw palmetto,fish oils ,south beach diet,hydration but stil a long way from all clear,mental strength improving first,but body is still racked,depression has left but still resting when i can and still feeling extremely vulnerable."
LIPITOR.297,saw palmetto,muscel pain,"been off drug for almost 5 months muscel pain is gone strength has recovered to 25 percent of normal,fatigue and vertigo have lifted,cq10 may have helped. plus saw palmetto,fish oils ,south beach diet,hydration but stil a long way from all clear,mental strength improving first,but body is still racked,depression has left but still resting when i can and still feeling extremely vulnerable."
LIPITOR.297,saw palmetto,vertigo,"been off drug for almost 5 months muscel pain is gone strength has recovered to 25 percent of normal,fatigue and vertigo have lifted,cq10 may have helped. plus saw palmetto,fish oils ,south beach diet,hydration but stil a long way from all clear,mental strength improving first,but body is still racked,depression has left but still resting when i can and still feeling extremely vulnerable."
LIPITOR.3,lipitor,extreme pain,however i do believe that any doctor prescribing lipitor should make it abundantly clear to the patient that very serious consequences could ensue that would cause extreme pain and could effect quality of life.
LIPITOR.302,lipitor,heart attack,i would rather take my chances of a heart attack than live with lipitor.
LIPITOR.304,lipitor,severe pains,"i was on lipitor 2 years when i noticed that on a day that i had forgotten to take it, that i didn't experience the severe pains."
LIPITOR.304,lipitor,cramps,"after a few days, i stopped taking lipitor for a 2 week period and noticed that all my symptoms improved and the muscle pains and cramps completely resolved."
LIPITOR.304,lipitor,muscle pains,"after a few days, i stopped taking lipitor for a 2 week period and noticed that all my symptoms improved and the muscle pains and cramps completely resolved."
LIPITOR.309,lipitor,could barely walk,i took the medication for 9 months my doctor said the pains weren't from the lipitor because there was no indication in the blood work --finally stopped when could barely walk.
LIPITOR.309,lipitor,pains,i took the medication for 9 months my doctor said the pains weren't from the lipitor because there was no indication in the blood work --finally stopped when could barely walk.
LIPITOR.31,darvacet,fibromyalgia,"horrible joint pain in all major joints, including progressing to almost unbearable muscle pain in all muscles in both upper and lower extremities, hair falling out, prescribed darvacet for the pain and was almost diagnosed with fibromyalgia, similar symptoms."
LIPITOR.31,darvacet,hair falling out,"horrible joint pain in all major joints, including progressing to almost unbearable muscle pain in all muscles in both upper and lower extremities, hair falling out, prescribed darvacet for the pain and was almost diagnosed with fibromyalgia, similar symptoms."
LIPITOR.31,darvacet,joint pain,"horrible joint pain in all major joints, including progressing to almost unbearable muscle pain in all muscles in both upper and lower extremities, hair falling out, prescribed darvacet for the pain and was almost diagnosed with fibromyalgia, similar symptoms."
LIPITOR.31,darvacet,pain,"horrible joint pain in all major joints, including progressing to almost unbearable muscle pain in all muscles in both upper and lower extremities, hair falling out, prescribed darvacet for the pain and was almost diagnosed with fibromyalgia, similar symptoms."
LIPITOR.31,darvacet,unbearable muscle pain,"horrible joint pain in all major joints, including progressing to almost unbearable muscle pain in all muscles in both upper and lower extremities, hair falling out, prescribed darvacet for the pain and was almost diagnosed with fibromyalgia, similar symptoms."
LIPITOR.311,lipitor,burning sensations in calves,"severe achilles tendonitis in both legs, heel pain, burning sensations in calves-maybe lipitor is why?"
LIPITOR.311,lipitor,heel pain,"severe achilles tendonitis in both legs, heel pain, burning sensations in calves-maybe lipitor is why?"
LIPITOR.311,lipitor,severe achilles tendonitis,"severe achilles tendonitis in both legs, heel pain, burning sensations in calves-maybe lipitor is why?"
LIPITOR.318,zetia,chest tightness,"zetia gave me chest tightness, headache."
LIPITOR.318,zetia,headache,"zetia gave me chest tightness, headache."
LIPITOR.319,lipitor,fatigue,"while doctors will test your liver function on this medication, and they may run a blood test to check for muscle wasting, many doctors deny that there is a connection between joint pain, muscle aching, fatigue etc and lipitor."
LIPITOR.319,lipitor,joint pain,"while doctors will test your liver function on this medication, and they may run a blood test to check for muscle wasting, many doctors deny that there is a connection between joint pain, muscle aching, fatigue etc and lipitor."
LIPITOR.319,lipitor,muscle aching,"while doctors will test your liver function on this medication, and they may run a blood test to check for muscle wasting, many doctors deny that there is a connection between joint pain, muscle aching, fatigue etc and lipitor."
LIPITOR.319,lipitor,muscle wasting,"while doctors will test your liver function on this medication, and they may run a blood test to check for muscle wasting, many doctors deny that there is a connection between joint pain, muscle aching, fatigue etc and lipitor."
LIPITOR.322,lipitor,fibromyalgia,i stopped lipitor right away when a friend told me that her supposedly 'fibromyalgia' disappeared when she stopped the drugs.
LIPITOR.323,zoloft,depression,i take zoloft for major depression and it works well.
LIPITOR.323,lipitor,anxiety,"however, within days of starting lipitor, i started feeling the adverse side effects depression, anxiety, spaced-out feeling, lack of concentration, insomnia which are pretty much how i felt when i was experiencing major depression."
LIPITOR.323,lipitor,depression,"however, within days of starting lipitor, i started feeling the adverse side effects depression, anxiety, spaced-out feeling, lack of concentration, insomnia which are pretty much how i felt when i was experiencing major depression."
LIPITOR.323,lipitor,insomnia,"however, within days of starting lipitor, i started feeling the adverse side effects depression, anxiety, spaced-out feeling, lack of concentration, insomnia which are pretty much how i felt when i was experiencing major depression."
LIPITOR.323,lipitor,lack of concentration,"however, within days of starting lipitor, i started feeling the adverse side effects depression, anxiety, spaced-out feeling, lack of concentration, insomnia which are pretty much how i felt when i was experiencing major depression."
LIPITOR.323,lipitor,spaced-out feeling,"however, within days of starting lipitor, i started feeling the adverse side effects depression, anxiety, spaced-out feeling, lack of concentration, insomnia which are pretty much how i felt when i was experiencing major depression."
LIPITOR.323,zoloft,depression,"the thing is, if i were to stop taking zoloft today, it would be months before i felt the depression returning, and it would take months to get back to normal when i restarted zoloft."
LIPITOR.323,lipitor,depression,"just to be sure, i started taking lipitor a second time, and the depression came back within one or two days."
LIPITOR.325,statins,inflamation,second doctor said has been seeing lots of patients who have similar problem with statins and blood tests not confirming inflamation.
LIPITOR.327,lipitor,balance problems,i started on zocor and changed to lipitor after 1 year because of balance problems.
LIPITOR.327,zocor,balance problems,i started on zocor and changed to lipitor after 1 year because of balance problems.
LIPITOR.327,lipitor,balance problems,"after a couple of years i began to experience balance problems and joint pain, but the doctor did not think that lipitor was causing the problems."
LIPITOR.327,lipitor,joint pain,"after a couple of years i began to experience balance problems and joint pain, but the doctor did not think that lipitor was causing the problems."
LIPITOR.327,gemfibrosil,high,"he prescribed 40 milligrams of lipitor for several years and eventually added gemfibrosil, and niacin because of high triglycerides."
LIPITOR.327,lipitor,high,"he prescribed 40 milligrams of lipitor for several years and eventually added gemfibrosil, and niacin because of high triglycerides."
LIPITOR.327,niacin,high,"he prescribed 40 milligrams of lipitor for several years and eventually added gemfibrosil, and niacin because of high triglycerides."
